group,FPR,FNR,TPR,TNR
Husband,0.039235412474849095,0.8051341890315052,0.19486581096849476,0.9607645875251509
Unmarried,0.0273972602739726,0.8461538461538461,0.15384615384615385,0.9726027397260274
Own-child,0.011560693641618497,0.7,0.3,0.9884393063583815
Wife,0.034482758620689655,0.8269230769230769,0.17307692307692307,0.9655172413793104
Other-relative,0.01694915254237288,1.0,0.0,0.9830508474576272
Not-in-family,0.03554274735830932,0.7244094488188977,0.2755905511811024,0.9644572526416907
