group,FPR,FNR,TPR,TNR
White,0.030779993004547045,0.7970443349753694,0.20295566502463055,0.969220006995453
Asian-Pac-Islander,0.022988505747126436,0.75,0.25,0.9770114942528736
Black,0.023376623376623377,0.8490566037735849,0.1509433962264151,0.9766233766233766
Other,0.05714285714285714,1.0,0.0,0.9428571428571428
Amer-Indian-Eskimo,0.030303030303030304,0.8888888888888888,0.1111111111111111,0.9696969696969697
