group,FPR,FNR,TPR,TNR
Married-civ-spouse,0.22310405643738976,0.3309128630705394,0.6690871369294605,0.7768959435626103
Never-married,0.0,0.8235294117647058,0.17647058823529413,1.0
Divorced,0.010810810810810811,0.7272727272727273,0.2727272727272727,0.9891891891891892
Widowed,0.0,0.8,0.2,1.0
Separated,0.0,0.7777777777777778,0.2222222222222222,1.0
Married-spouse-absent,0.017241379310344827,0.75,0.25,0.9827586206896551
Married-AF-spouse,0.0,1.0,0.0,1.0
