run,model,attr,EO_enforced,DPD,EOD,FPRD,ECE_overall,ECE_range,ECE_std,accuracy,f1,auroc
mitigated,expgrad,education,False,0.34615384615384615,0.41935483870967744,0.08333333333333333,0.22121546961325966,0.671875,0.18884374224579778,0.7787845303867403,0.3120274914089347,0.5857948764577608
mitigated,expgrad,relationship,False,0.09562167827970097,0.3,0.027674718833230597,0.22121546961325966,0.38772338772338777,0.16374016807272462,0.7787845303867403,0.3120274914089347,0.5857948764577608
mitigated,cal_eq_odds,sex,True,0.03411186547335414,0.011926095671014603,0.002430483554118743,0.007907061562261314,0.05465270123971139,0.027326350619855694,0.7851933701657459,0.2702702702702703,0.6190959936497884
mitigated,cal_eq_odds,race,True,0.05925925925925926,0.16666666666666666,0.008394543546694649,0.007907061562261314,0.16511968138397698,0.05397768759617579,0.7851933701657459,0.2702702702702703,0.6190959936497884
mitigated,cal_eq_odds,age,True,0.0832512152687736,0.13331333133313333,0.013570167983136707,0.007907061562261314,0.07153557490220026,0.032527323494705274,0.7851933701657459,0.2702702702702703,0.6190959936497884
mitigated,cal_eq_odds,marital.status,True,0.07626310772163966,0.3333333333333333,0.012345679012345678,0.007907061562261314,0.33890107813922177,0.10409936497786414,0.7851933701657459,0.2702702702702703,0.6190959936497884
mitigated,cal_eq_odds,education,True,0.21794871794871795,0.3333333333333333,0.015873015873015872,0.007907061562261314,0.4662015367833788,0.11772130761459698,0.7851933701657459,0.2702702702702703,0.6190959936497884
mitigated,cal_eq_odds,relationship,True,0.0788762830902215,0.2283464566929134,0.017241379310344827,0.007907061562261314,0.09480742986264243,0.02952818179287618,0.7851933701657459,0.2702702702702703,0.6190959936497884
advanced,fair_reg_logreg,sex,False,0.004148249561688501,0.04393923310834015,0.00018464933844978084,0.23646408839779007,0.19574385494853014,0.09787192747426508,0.7635359116022099,0.09932659932659933,0.5257576280140905
advanced,fair_reg_logreg,race,False,0.023809523809523808,0.1111111111111111,0.001049317943336831,0.23646408839779007,0.32037037037037036,0.11029148608285888,0.7635359116022099,0.09932659932659933,0.5257576280140905
advanced,fair_reg_logreg,age,False,0.02468335431469528,0.04230423042304231,0.0017921146953405018,0.23646408839779007,0.262573493703234,0.12127623413274419,0.7635359116022099,0.09932659932659933,0.5257576280140905
advanced,fair_reg_logreg,marital.status,False,0.0219256434699714,0.2222222222222222,0.0018018018018018018,0.23646408839779007,0.4575923392612859,0.18120801573606338,0.7635359116022099,0.09932659932659933,0.5257576280140905
advanced,fair_reg_logreg,education,False,0.07692307692307693,0.0967741935483871,0.0022624434389140274,0.23646408839779007,0.765625,0.2371792944151066,0.7635359116022099,0.09932659932659933,0.5257576280140905
advanced,fair_reg_logreg,relationship,False,0.031818181818181815,0.2,0.008620689655172414,0.23646408839779007,0.4386039886039886,0.1911322342939931,0.7635359116022099,0.09932659932659933,0.5257576280140905
