EO_enforced,EOD,ECE_overall,ECE_range,ECE_std
False,0.387785821634209,0.09734132489113695,0.2253504411364126,0.08112419225856929
True,0.2011532028383991,0.007907061562261314,0.19853633371852195,0.06086336934934567
