group,FPR,FNR,TPR,TNR
White,0.001049317943336831,0.9477832512315271,0.052216748768472904,0.9989506820566632
Asian-Pac-Islander,0.0,0.9791666666666666,0.020833333333333332,1.0
Black,0.0,0.9245283018867925,0.07547169811320754,1.0
Other,0.0,1.0,0.0,1.0
Amer-Indian-Eskimo,0.0,0.8888888888888888,0.1111111111111111,1.0
