group,FPR,FNR,TPR,TNR
Husband,0.001006036217303823,0.9556592765460911,0.044340723453908985,0.9989939637826962
Unmarried,0.00228310502283105,0.9615384615384616,0.038461538461538464,0.997716894977169
Own-child,0.0,0.8,0.2,1.0
Wife,0.008620689655172414,0.9423076923076923,0.057692307692307696,0.9913793103448276
Other-relative,0.0,1.0,0.0,1.0
Not-in-family,0.0,0.905511811023622,0.09448818897637795,1.0
