group,ECE
HS-grad,0.1329243353783231
Assoc-acdm,0.23571428571428574
Some-college,0.15831663326653306
Masters,0.42561983471074377
11th,0.025477707006369428
Doctorate,0.65625
Bachelors,0.33418367346938777
10th,0.0373134328358209
7th-8th,0.09090909090909091
9th,0.08620689655172414
12th,0.11320754716981132
Prof-school,0.46153846153846156
Assoc-voc,0.2142857142857143
1st-4th,0.0
Preschool,0.0
5th-6th,0.05769230769230769
