group,ECE
Married-civ-spouse,0.18644948307260842
Never-married,0.16882433508143863
Divorced,0.12750947451287223
Widowed,0.1613394701381291
Separated,0.1599123338526472
Married-spouse-absent,0.09982197327039675
Married-AF-spouse,0.43872305140961854
