group,ECE
HS-grad,0.06978552615603432
Assoc-acdm,0.04891597691098382
Some-college,0.04739264990551308
Masters,0.2332711791740999
11th,0.18638845372652887
Doctorate,0.4934364342968171
Bachelors,0.16055594927108208
10th,0.16323200302232244
7th-8th,0.1196538965328515
9th,0.11619711245112968
12th,0.10295960448602602
Prof-school,0.3747738173156903
Assoc-voc,0.027234897513438314
1st-4th,0.1881303485047548
Preschool,0.1890532852865595
5th-6th,0.1522070580518833
