group,ECE
Married-civ-spouse,0.15214832212643054
Never-married,0.21856724760582377
Divorced,0.18569508314858402
Widowed,0.2254995787518751
Separated,0.1957876948534088
Married-spouse-absent,0.14958307247647337
Married-AF-spouse,0.37143495107229124
