group,FPR,FNR,TPR,TNR
Husband,0.012072434607645875,0.8436406067677946,0.15635939323220538,0.9879275653923542
Unmarried,0.01141552511415525,0.8846153846153846,0.11538461538461539,0.9885844748858448
Own-child,0.001445086705202312,0.8,0.2,0.9985549132947977
Wife,0.017241379310344827,0.8846153846153846,0.11538461538461539,0.9827586206896551
Other-relative,0.0,1.0,0.0,1.0
Not-in-family,0.005763688760806916,0.7716535433070866,0.2283464566929134,0.9942363112391931
