model,protected_attr,DPD,EOD,FPRD,ECE
fair_reg_logreg,sex,0.004148249561688501,0.04393923310834015,0.00018464933844978084,0.23646408839779007
fair_reg_logreg,race,0.023809523809523808,0.1111111111111111,0.001049317943336831,0.23646408839779007
fair_reg_logreg,age,0.02468335431469528,0.04230423042304231,0.0017921146953405018,0.23646408839779007
fair_reg_logreg,marital.status,0.0219256434699714,0.2222222222222222,0.0018018018018018018,0.23646408839779007
fair_reg_logreg,education,0.07692307692307693,0.0967741935483871,0.0022624434389140274,0.23646408839779007
fair_reg_logreg,relationship,0.031818181818181815,0.2,0.008620689655172414,0.23646408839779007
