group,FPR,FNR,TPR,TNR
Husband,0.1529175050301811,0.3348891481913652,0.6651108518086347,0.8470824949698189
Unmarried,0.0,0.7692307692307693,0.23076923076923078,1.0
Own-child,0.001445086705202312,0.6,0.4,0.9985549132947977
Wife,0.15517241379310345,0.36538461538461536,0.6346153846153846,0.8448275862068966
Other-relative,0.025423728813559324,1.0,0.0,0.9745762711864406
Not-in-family,0.002881844380403458,0.6771653543307087,0.3228346456692913,0.9971181556195965
