group,FPR,FNR,TPR,TNR
White,0.03497726477789437,0.7655172413793103,0.23448275862068965,0.9650227352221056
Asian-Pac-Islander,0.022988505747126436,0.7083333333333334,0.2916666666666667,0.9770114942528736
Black,0.025974025974025976,0.8113207547169812,0.18867924528301888,0.974025974025974
Other,0.05714285714285714,1.0,0.0,0.9428571428571428
Amer-Indian-Eskimo,0.030303030303030304,0.8888888888888888,0.1111111111111111,0.9696969696969697
