group,ECE
Married-civ-spouse,0.05092469018112486
Never-married,0.008484952120383034
Divorced,0.02081320450885668
Widowed,0.0468503937007874
Separated,0.028523489932885903
Married-spouse-absent,0.062424242424242424
Married-AF-spouse,0.66
