group,ECE
HS-grad,0.03304362644853443
Assoc-acdm,0.08314285714285713
Some-college,0.030030060120240478
Masters,0.08272727272727273
11th,0.03652866242038217
Doctorate,0.10265625000000002
Bachelors,0.03510204081632655
10th,0.06253731343283583
7th-8th,0.030568181818181814
9th,0.0496551724137931
12th,0.044716981132075465
Prof-school,0.05448717948717949
Assoc-voc,0.08030219780219779
1st-4th,0.043043478260869565
Preschool,0.037000000000000005
5th-6th,0.054807692307692314
