group,ECE
HS-grad,0.027782606970765122
Assoc-acdm,0.051886455450454096
Some-college,0.027426329369213194
Masters,0.04743613521431291
11th,0.03550652228603932
Doctorate,0.1369982202342223
Bachelors,0.032419873860727554
10th,0.04092054274632355
7th-8th,0.04644826352291727
9th,0.03506736051392321
12th,0.050153700611236786
Prof-school,0.07039864020691877
Assoc-voc,0.035615685643575444
1st-4th,0.03478905463760168
Preschool,0.02619775619300358
5th-6th,0.040970286022409326
