group,ECE
Married-civ-spouse,0.438512869399428
Never-married,0.04240766073871409
Divorced,0.09822866344605474
Widowed,0.07086614173228346
Separated,0.04697986577181208
Married-spouse-absent,0.10606060606060606
Married-AF-spouse,0.5
