group,ECE
HS-grad,0.022683825365877982
Assoc-acdm,0.07937090189807665
Some-college,0.03263700131980471
Masters,0.05897025680074801
11th,0.052995000787246435
Doctorate,0.16268243674291955
Bachelors,0.047810782483037745
10th,0.06674119287097241
7th-8th,0.043927892934294485
9th,0.09259076089798438
12th,0.11133859285838396
Prof-school,0.1416053023449731
Assoc-voc,0.07153416331021932
1st-4th,0.0834800732999008
Preschool,0.08880035089035353
5th-6th,0.0976315260962885
