group,ECE
Married-civ-spouse,0.029622699681363607
Never-married,0.018513084798555124
Divorced,0.017352870872909903
Widowed,0.029567323917085383
Separated,0.040595708772481136
Married-spouse-absent,0.05796678171425331
Married-AF-spouse,0.5555452561968118
